transactionId,instrumentId,quantity,transactionDate,transactionAmount,transactionType,transactionCurrency,isCancelled,createdAt,modifiedAt
1364,56,-17.0,2021-09-24,1972329.54,SELL,USD,False,2021-09-24 00:00:00,2021-09-24 00:00:00
1365,56,-44.0,2021-10-23,5501897.04,SELL,USD,False,2021-10-23 00:00:00,2021-10-23 00:00:00
1366,56,-10.0,2021-12-25,1314886.36,SELL,USD,False,2021-12-25 00:00:00,2021-12-25 00:00:00
1367,56,34.0,2022-04-12,-6147346.41,BUY,USD,False,2022-04-12 00:00:00,2022-04-12 00:00:00
1368,56,-21.0,2022-04-20,3913121.77,SELL,USD,False,2022-04-20 00:00:00,2022-04-20 00:00:00
1369,56,19.0,2022-04-25,-3260012.34,BUY,USD,False,2022-04-25 00:00:00,2022-04-25 00:00:00
1370,56,4.0,2022-04-26,-686318.39,BUY,USD,False,2022-04-26 00:00:00,2022-04-26 00:00:00
1371,56,-23.0,2022-05-13,4073631.72,SELL,USD,False,2022-05-13 00:00:00,2022-05-13 00:00:00
1372,56,-15.0,2022-09-01,2712064.59,SELL,USD,False,2022-09-01 00:00:00,2022-09-01 00:00:00
1373,56,62.0,2022-09-11,-10523548.6,BUY,USD,False,2022-09-11 00:00:00,2022-09-11 00:00:00
1374,57,89.0,2020-04-02,-89118312.85,BUY,USD,False,2020-04-02 00:00:00,2020-04-02 00:00:00
1375,57,-77.0,2020-04-05,74789289.74,SELL,USD,False,2020-04-05 00:00:00,2020-04-05 00:00:00
1376,57,61.0,2020-04-28,-61691901.74,BUY,USD,False,2020-04-28 00:00:00,2020-04-28 00:00:00
1377,57,-20.0,2020-05-02,21628714.13,SELL,USD,False,2020-05-02 00:00:00,2020-05-02 00:00:00
1378,57,-38.0,2020-05-21,36528494.98,SELL,USD,False,2020-05-21 00:00:00,2020-05-21 00:00:00
1379,57,42.0,2020-06-22,-39532483.05,BUY,USD,False,2020-06-22 00:00:00,2020-06-22 00:00:00
1380,57,-30.0,2020-07-04,30340279.54,SELL,USD,False,2020-07-04 00:00:00,2020-07-04 00:00:00
1381,57,34.0,2020-07-11,-33364294.21,BUY,USD,False,2020-07-11 00:00:00,2020-07-11 00:00:00
1382,57,-8.0,2020-07-22,7930528.51,SELL,USD,False,2020-07-22 00:00:00,2020-07-22 00:00:00
1383,57,10.0,2020-07-29,-9412495.96,BUY,USD,False,2020-07-29 00:00:00,2020-07-29 00:00:00
1384,57,24.0,2020-08-02,-22349671.27,BUY,USD,False,2020-08-02 00:00:00,2020-08-02 00:00:00
1385,57,-56.0,2020-08-07,57756677.36,SELL,USD,False,2020-08-07 00:00:00,2020-08-07 00:00:00
1386,57,-3.0,2020-09-11,2733309.96,SELL,USD,False,2020-09-11 00:00:00,2020-09-11 00:00:00
1387,57,23.0,2020-09-22,-21646212.91,BUY,USD,False,2020-09-22 00:00:00,2020-09-22 00:00:00
1388,57,20.0,2020-09-27,-21626188.66,BUY,USD,False,2020-09-27 00:00:00,2020-09-27 00:00:00
1389,57,10.0,2020-11-12,-9912003.14,BUY,USD,False,2020-11-12 00:00:00,2020-11-12 00:00:00
1390,57,-36.0,2020-11-27,32439282.99,SELL,USD,False,2020-11-27 00:00:00,2020-11-27 00:00:00
1391,57,16.0,2020-12-05,-15378623.05,BUY,USD,False,2020-12-05 00:00:00,2020-12-05 00:00:00
1392,57,-38.0,2020-12-29,38806994.09,SELL,USD,False,2020-12-29 00:00:00,2020-12-29 00:00:00
1393,57,13.0,2021-01-05,-12755446.46,BUY,USD,False,2021-01-05 00:00:00,2021-01-05 00:00:00
1394,57,-6.0,2021-03-01,6484723.22,SELL,USD,False,2021-03-01 00:00:00,2021-03-01 00:00:00
1395,57,55.0,2021-03-23,-54489688.14,BUY,USD,False,2021-03-23 00:00:00,2021-03-23 00:00:00
1396,57,-67.0,2021-04-29,67706504.88,SELL,USD,False,2021-04-29 00:00:00,2021-04-29 00:00:00
1397,57,49.0,2021-05-07,-47065375.93,BUY,USD,False,2021-05-07 00:00:00,2021-05-07 00:00:00
1398,57,21.0,2021-05-21,-22482121.54,BUY,USD,False,2021-05-21 00:00:00,2021-05-21 00:00:00
1399,57,-16.0,2021-05-22,17289321.77,SELL,USD,False,2021-05-22 00:00:00,2021-05-22 00:00:00
1400,57,1.0,2021-09-24,-930501.69,BUY,USD,False,2021-09-24 00:00:00,2021-09-24 00:00:00
1401,57,-34.0,2021-12-22,34889971.26,SELL,USD,False,2021-12-22 00:00:00,2021-12-22 00:00:00
1402,57,-28.0,2022-01-30,32440390.74,SELL,USD,False,2022-01-30 00:00:00,2022-01-30 00:00:00
1403,57,54.0,2022-05-16,-67031477.17,BUY,USD,False,2022-05-16 00:00:00,2022-05-16 00:00:00
1404,57,-17.0,2022-06-26,20487866.09,SELL,USD,False,2022-06-26 00:00:00,2022-06-26 00:00:00
1405,57,31.0,2022-07-13,-35865817.34,BUY,USD,False,2022-07-13 00:00:00,2022-07-13 00:00:00
1406,57,-63.0,2022-07-17,78962646.25,SELL,USD,False,2022-07-17 00:00:00,2022-07-17 00:00:00
1407,57,50.0,2022-08-23,-63873935.46,BUY,USD,False,2022-08-23 00:00:00,2022-08-23 00:00:00
1408,58,25.0,2020-06-04,-1603508.25,BUY,USD,False,2020-06-04 00:00:00,2020-06-04 00:00:00
1409,58,58.0,2020-06-14,-4205374.68,BUY,USD,False,2020-06-14 00:00:00,2020-06-14 00:00:00
1410,58,-68.0,2020-09-07,30906000.0,SELL,USD,False,2020-09-07 00:00:00,2020-09-07 00:00:00
1411,58,59.0,2020-11-05,-26878070.27,BUY,USD,False,2020-11-05 00:00:00,2020-11-05 00:00:00
1412,58,6.0,2021-04-05,-5831988.17,BUY,USD,False,2021-04-05 00:00:00,2021-04-05 00:00:00
1413,58,-31.0,2021-10-20,34191930.87,SELL,USD,False,2021-10-20 00:00:00,2021-10-20 00:00:00
1414,58,-18.0,2022-02-06,22981211.47,SELL,USD,False,2022-02-06 00:00:00,2022-02-06 00:00:00
1415,59,47.0,2020-06-17,-74411998.0,BUY,USD,False,2020-06-17 00:00:00,2020-06-17 00:00:00
1416,59,8.0,2020-08-17,-14232784.0,BUY,USD,False,2020-08-17 00:00:00,2020-08-17 00:00:00
1417,59,-4.0,2020-10-01,6172792.0,SELL,USD,False,2020-10-01 00:00:00,2020-10-01 00:00:00
1418,59,-32.0,2021-07-03,78302004.16,SELL,USD,False,2021-07-03 00:00:00,2021-07-03 00:00:00
1419,59,52.0,2022-02-28,-87832639.78,BUY,USD,False,2022-02-28 00:00:00,2022-02-28 00:00:00
1420,59,-58.0,2022-05-16,188683796.34,SELL,USD,False,2022-05-16 00:00:00,2022-05-16 00:00:00
1421,59,8.0,2022-08-12,-28517140.17,BUY,USD,False,2022-08-12 00:00:00,2022-08-12 00:00:00
1422,60,74.0,2020-03-29,-34454995.89,BUY,USD,False,2020-03-29 00:00:00,2020-03-29 00:00:00
1423,60,-2.0,2020-04-03,1356536.63,SELL,USD,False,2020-04-03 00:00:00,2020-04-03 00:00:00
1424,60,-51.0,2020-05-01,37666500.37,SELL,USD,False,2020-05-01 00:00:00,2020-05-01 00:00:00
1425,60,17.0,2020-06-01,-13452321.56,BUY,USD,False,2020-06-01 00:00:00,2020-06-01 00:00:00
1426,60,-5.0,2020-06-06,3429023.14,SELL,USD,False,2020-06-06 00:00:00,2020-06-06 00:00:00
1427,60,5.0,2020-06-30,-3391341.57,BUY,USD,False,2020-06-30 00:00:00,2020-06-30 00:00:00
1428,60,20.0,2020-10-10,-35211161.23,BUY,USD,False,2020-10-10 00:00:00,2020-10-10 00:00:00
1429,60,-9.0,2020-12-18,10723527.44,SELL,USD,False,2020-12-18 00:00:00,2020-12-18 00:00:00
1430,60,23.0,2020-12-30,-30979079.28,BUY,USD,False,2020-12-30 00:00:00,2020-12-30 00:00:00
1431,60,-54.0,2021-01-07,74132211.45,SELL,USD,False,2021-01-07 00:00:00,2021-01-07 00:00:00
1432,60,68.0,2021-02-19,-88948292.85,BUY,USD,False,2021-02-19 00:00:00,2021-02-19 00:00:00
1433,60,-6.0,2021-03-15,7304431.74,SELL,USD,False,2021-03-15 00:00:00,2021-03-15 00:00:00
1434,60,-34.0,2021-05-12,36269298.72,SELL,USD,False,2021-05-12 00:00:00,2021-05-12 00:00:00
1435,60,-16.0,2021-06-04,15803616.0,SELL,USD,False,2021-06-04 00:00:00,2021-06-04 00:00:00
1436,60,-19.0,2021-07-05,18016122.24,SELL,USD,False,2021-07-05 00:00:00,2021-07-05 00:00:00
1437,60,14.0,2021-08-11,-13136755.8,BUY,USD,False,2021-08-11 00:00:00,2021-08-11 00:00:00
1438,60,-3.0,2021-10-21,3740815.28,SELL,USD,False,2021-10-21 00:00:00,2021-10-21 00:00:00
1439,60,41.0,2021-11-01,-49605926.65,BUY,USD,False,2021-11-01 00:00:00,2021-11-01 00:00:00
1440,60,-50.0,2021-12-03,58025847.5,SELL,USD,False,2021-12-03 00:00:00,2021-12-03 00:00:00
1441,60,6.0,2021-12-23,-8074234.95,BUY,USD,False,2021-12-23 00:00:00,2021-12-23 00:00:00
1442,60,-4.0,2022-02-13,4642067.8,SELL,USD,False,2022-02-13 00:00:00,2022-02-13 00:00:00
1443,60,43.0,2022-03-01,-56167967.68,BUY,USD,False,2022-03-01 00:00:00,2022-03-01 00:00:00
1444,60,-34.0,2022-03-25,39668864.96,SELL,USD,False,2022-03-25 00:00:00,2022-03-25 00:00:00
1445,61,33.0,2020-03-11,-3187666.22,BUY,USD,False,2020-03-11 00:00:00,2020-03-11 00:00:00
1446,61,-8.0,2020-05-29,729547.16,SELL,USD,False,2020-05-29 00:00:00,2020-05-29 00:00:00
1447,61,20.0,2020-06-06,-1918861.02,BUY,USD,False,2020-06-06 00:00:00,2020-06-06 00:00:00
1448,61,-11.0,2020-06-30,1065822.81,SELL,USD,False,2020-06-30 00:00:00,2020-06-30 00:00:00
1449,61,-10.0,2020-08-02,1808053.51,SELL,USD,False,2020-08-02 00:00:00,2020-08-02 00:00:00
1450,61,59.0,2020-08-31,-10014903.34,BUY,USD,False,2020-08-31 00:00:00,2020-08-31 00:00:00
1451,61,-22.0,2020-09-06,3478090.39,SELL,USD,False,2020-09-06 00:00:00,2020-09-06 00:00:00
1452,61,-17.0,2020-10-08,3027103.55,SELL,USD,False,2020-10-08 00:00:00,2020-10-08 00:00:00
1453,61,-1.0,2020-10-13,158095.02,SELL,USD,False,2020-10-13 00:00:00,2020-10-13 00:00:00
1454,61,43.0,2020-11-11,-6941203.36,BUY,USD,False,2020-11-11 00:00:00,2020-11-11 00:00:00
1455,61,-11.0,2020-12-08,2025624.36,SELL,USD,False,2020-12-08 00:00:00,2020-12-08 00:00:00
1456,61,-10.0,2020-12-09,1604956.75,SELL,USD,False,2020-12-09 00:00:00,2020-12-09 00:00:00
1457,61,17.0,2020-12-31,-3066069.22,BUY,USD,False,2020-12-31 00:00:00,2020-12-31 00:00:00
1458,61,-24.0,2021-03-29,4492528.77,SELL,USD,False,2021-03-29 00:00:00,2021-03-29 00:00:00
1459,61,-3.0,2021-04-25,981511.96,SELL,USD,False,2021-04-25 00:00:00,2021-04-25 00:00:00
1460,61,31.0,2021-04-27,-10251347.19,BUY,USD,False,2021-04-27 00:00:00,2021-04-27 00:00:00
1461,61,-65.0,2021-05-09,24238772.17,SELL,USD,False,2021-05-09 00:00:00,2021-05-09 00:00:00
1462,61,58.0,2021-05-18,-19996107.55,BUY,USD,False,2021-05-18 00:00:00,2021-05-18 00:00:00
1463,61,-63.0,2021-06-08,25270219.81,SELL,USD,False,2021-06-08 00:00:00,2021-06-08 00:00:00
1464,61,30.0,2021-06-10,-11207613.83,BUY,USD,False,2021-06-10 00:00:00,2021-06-10 00:00:00
1465,61,39.0,2021-06-30,-14876632.67,BUY,USD,False,2021-06-30 00:00:00,2021-06-30 00:00:00
1466,61,-9.0,2021-08-16,3574638.94,SELL,USD,False,2021-08-16 00:00:00,2021-08-16 00:00:00
1467,61,-9.0,2021-08-24,3185321.82,SELL,USD,False,2021-08-24 00:00:00,2021-08-24 00:00:00
1468,61,-20.0,2021-09-25,10518473.37,SELL,USD,False,2021-09-25 00:00:00,2021-09-25 00:00:00
1469,61,6.0,2021-09-26,-3310225.44,BUY,USD,False,2021-09-26 00:00:00,2021-09-26 00:00:00
1470,61,26.0,2021-09-29,-13137779.48,BUY,USD,False,2021-09-29 00:00:00,2021-09-29 00:00:00
1471,61,-45.0,2021-10-05,21346313.6,SELL,USD,False,2021-10-05 00:00:00,2021-10-05 00:00:00
1472,61,-10.0,2021-10-30,4846747.53,SELL,USD,False,2021-10-30 00:00:00,2021-10-30 00:00:00
1473,61,18.0,2021-11-02,-9559436.09,BUY,USD,False,2021-11-02 00:00:00,2021-11-02 00:00:00
1474,61,4.0,2021-12-05,-1769447.35,BUY,USD,False,2021-12-05 00:00:00,2021-12-05 00:00:00
1475,61,37.0,2021-12-25,-16844108.02,BUY,USD,False,2021-12-25 00:00:00,2021-12-25 00:00:00
1476,61,-12.0,2022-01-21,5156681.35,SELL,USD,False,2022-01-21 00:00:00,2022-01-21 00:00:00
1477,61,-2.0,2022-02-14,916743.35,SELL,USD,False,2022-02-14 00:00:00,2022-02-14 00:00:00
1478,61,-5.0,2022-03-29,2252853.51,SELL,USD,False,2022-03-29 00:00:00,2022-03-29 00:00:00
1479,61,19.0,2022-04-30,-9768335.63,BUY,USD,False,2022-04-30 00:00:00,2022-04-30 00:00:00
1480,61,-71.0,2022-05-05,36502727.87,SELL,USD,False,2022-05-05 00:00:00,2022-05-05 00:00:00
1481,61,-1.0,2022-05-22,437244.73,SELL,USD,False,2022-05-22 00:00:00,2022-05-22 00:00:00
1482,61,28.0,2022-07-01,-12242852.52,BUY,USD,False,2022-07-01 00:00:00,2022-07-01 00:00:00
1483,61,25.0,2022-07-06,-12853073.19,BUY,USD,False,2022-07-06 00:00:00,2022-07-06 00:00:00
1484,61,-24.0,2022-07-11,12454267.56,SELL,USD,False,2022-07-11 00:00:00,2022-07-11 00:00:00
1485,61,-30.0,2022-07-26,14270514.91,SELL,USD,False,2022-07-26 00:00:00,2022-07-26 00:00:00
1486,61,50.0,2022-08-01,-27559147.66,BUY,USD,False,2022-08-01 00:00:00,2022-08-01 00:00:00
1487,61,-41.0,2022-08-28,21228894.96,SELL,USD,False,2022-08-28 00:00:00,2022-08-28 00:00:00
1488,61,59.0,2022-08-30,-34490690.86,BUY,USD,False,2022-08-30 00:00:00,2022-08-30 00:00:00
1489,62,46.0,2020-06-24,-4385033.38,BUY,USD,False,2020-06-24 00:00:00,2020-06-24 00:00:00
1490,62,39.0,2020-07-06,-3266056.96,BUY,USD,False,2020-07-06 00:00:00,2020-07-06 00:00:00
1491,62,-43.0,2020-07-11,4137361.84,SELL,USD,False,2020-07-11 00:00:00,2020-07-11 00:00:00
1492,62,-10.0,2020-07-27,881995.74,SELL,USD,False,2020-07-27 00:00:00,2020-07-27 00:00:00
1493,62,28.0,2020-08-21,-2519478.75,BUY,USD,False,2020-08-21 00:00:00,2020-08-21 00:00:00
1494,62,12.0,2020-09-02,-962177.17,BUY,USD,False,2020-09-02 00:00:00,2020-09-02 00:00:00
1495,62,-61.0,2020-11-24,4285614.39,SELL,USD,False,2020-11-24 00:00:00,2020-11-24 00:00:00
1496,62,19.0,2020-12-17,-1252294.62,BUY,USD,False,2020-12-17 00:00:00,2020-12-17 00:00:00
1497,62,-15.0,2021-06-06,866237.12,SELL,USD,False,2021-06-06 00:00:00,2021-06-06 00:00:00
1498,62,45.0,2021-07-13,-2327489.55,BUY,USD,False,2021-07-13 00:00:00,2021-07-13 00:00:00
1499,62,12.0,2021-10-11,-1039001.7,BUY,USD,False,2021-10-11 00:00:00,2021-10-11 00:00:00
1500,62,-31.0,2021-12-02,3059282.78,SELL,USD,False,2021-12-02 00:00:00,2021-12-02 00:00:00
1501,62,16.0,2022-01-21,-2279460.47,BUY,USD,False,2022-01-21 00:00:00,2022-01-21 00:00:00
1502,62,-30.0,2022-02-11,4533017.97,SELL,USD,False,2022-02-11 00:00:00,2022-02-11 00:00:00
1503,62,55.0,2022-03-14,-7677349.49,BUY,USD,False,2022-03-14 00:00:00,2022-03-14 00:00:00
1504,62,-6.0,2022-07-25,239016.16,SELL,USD,False,2022-07-25 00:00:00,2022-07-25 00:00:00
1505,62,-54.0,2022-07-29,1942296.36,SELL,USD,False,2022-07-29 00:00:00,2022-07-29 00:00:00
1506,62,29.0,2022-08-18,-1296173.48,BUY,USD,False,2022-08-18 00:00:00,2022-08-18 00:00:00
1507,63,65.0,2020-07-01,-4474715.79,BUY,USD,False,2020-07-01 00:00:00,2020-07-01 00:00:00
1508,63,-34.0,2020-09-10,3919283.94,SELL,USD,False,2020-09-10 00:00:00,2020-09-10 00:00:00
1509,63,-2.0,2020-09-28,226025.6,SELL,USD,False,2020-09-28 00:00:00,2020-09-28 00:00:00
1510,63,59.0,2020-11-27,-9082065.46,BUY,USD,False,2020-11-27 00:00:00,2020-11-27 00:00:00
1511,63,-11.0,2020-12-10,1674487.34,SELL,USD,False,2020-12-10 00:00:00,2020-12-10 00:00:00
1512,63,6.0,2021-01-09,-1523986.94,BUY,USD,False,2021-01-09 00:00:00,2021-01-09 00:00:00
1513,63,-44.0,2021-02-07,12316302.61,SELL,USD,False,2021-02-07 00:00:00,2021-02-07 00:00:00
1514,63,45.0,2021-08-16,-22565894.06,BUY,USD,False,2021-08-16 00:00:00,2021-08-16 00:00:00
1515,63,-22.0,2021-09-25,15519903.49,SELL,USD,False,2021-09-25 00:00:00,2021-09-25 00:00:00
1516,63,-25.0,2021-10-18,16129309.77,SELL,USD,False,2021-10-18 00:00:00,2021-10-18 00:00:00
1517,63,27.0,2021-10-20,-19574663.37,BUY,USD,False,2021-10-20 00:00:00,2021-10-20 00:00:00
1518,63,-32.0,2021-10-23,22135399.14,SELL,USD,False,2021-10-23 00:00:00,2021-10-23 00:00:00
1519,63,-22.0,2021-12-23,16985589.61,SELL,USD,False,2021-12-23 00:00:00,2021-12-23 00:00:00
1520,63,6.0,2022-01-13,-4871218.76,BUY,USD,False,2022-01-13 00:00:00,2022-01-13 00:00:00
1521,63,26.0,2022-02-26,-18832195.41,BUY,USD,False,2022-02-26 00:00:00,2022-02-26 00:00:00
1522,63,-32.0,2022-04-23,28800225.03,SELL,USD,False,2022-04-23 00:00:00,2022-04-23 00:00:00
1523,63,15.0,2022-04-30,-13637861.66,BUY,USD,False,2022-04-30 00:00:00,2022-04-30 00:00:00
1524,63,-5.0,2022-06-21,4316360.26,SELL,USD,False,2022-06-21 00:00:00,2022-06-21 00:00:00
1525,63,39.0,2022-08-18,-34451851.07,BUY,USD,False,2022-08-18 00:00:00,2022-08-18 00:00:00
1526,64,65.0,2020-03-02,-31525000.0,BUY,USD,False,2020-03-02 00:00:00,2020-03-02 00:00:00
1527,64,17.0,2020-03-05,-8330000.0,BUY,USD,False,2020-03-05 00:00:00,2020-03-05 00:00:00
1528,64,3.0,2020-05-12,-1332638.84,BUY,USD,False,2020-05-12 00:00:00,2020-05-12 00:00:00
1529,64,-57.0,2020-05-15,27570816.85,SELL,USD,False,2020-05-15 00:00:00,2020-05-15 00:00:00
1530,64,35.0,2020-08-25,-16411200.51,BUY,USD,False,2020-08-25 00:00:00,2020-08-25 00:00:00
1531,64,9.0,2020-09-05,-4397708.17,BUY,USD,False,2020-09-05 00:00:00,2020-09-05 00:00:00
1532,64,-12.0,2020-09-14,6159752.85,SELL,USD,False,2020-09-14 00:00:00,2020-09-14 00:00:00
1533,64,-40.0,2020-10-31,17185892.28,SELL,USD,False,2020-10-31 00:00:00,2020-10-31 00:00:00
1534,64,43.0,2021-01-05,-18655960.03,BUY,USD,False,2021-01-05 00:00:00,2021-01-05 00:00:00
1535,64,7.0,2021-01-17,-2653703.96,BUY,USD,False,2021-01-17 00:00:00,2021-01-17 00:00:00
1536,64,-33.0,2021-01-22,13344339.89,SELL,USD,False,2021-01-22 00:00:00,2021-01-22 00:00:00
1537,64,-20.0,2021-02-08,7918989.58,SELL,USD,False,2021-02-08 00:00:00,2021-02-08 00:00:00
1538,64,54.0,2021-03-01,-21608732.21,BUY,USD,False,2021-03-01 00:00:00,2021-03-01 00:00:00
1539,64,-26.0,2021-03-10,10075650.57,SELL,USD,False,2021-03-10 00:00:00,2021-03-10 00:00:00
1540,64,-20.0,2021-04-16,6690035.58,SELL,USD,False,2021-04-16 00:00:00,2021-04-16 00:00:00
1541,64,21.0,2021-05-16,-7233186.98,BUY,USD,False,2021-05-16 00:00:00,2021-05-16 00:00:00
1542,64,8.0,2021-05-20,-2490547.9,BUY,USD,False,2021-05-20 00:00:00,2021-05-20 00:00:00
1543,64,-26.0,2021-06-22,7922061.93,SELL,USD,False,2021-06-22 00:00:00,2021-06-22 00:00:00
1544,64,29.0,2021-06-29,-9316371.32,BUY,USD,False,2021-06-29 00:00:00,2021-06-29 00:00:00
1545,64,-6.0,2021-07-20,2146110.42,SELL,USD,False,2021-07-20 00:00:00,2021-07-20 00:00:00
1546,64,-39.0,2021-09-25,13820553.69,SELL,USD,False,2021-09-25 00:00:00,2021-09-25 00:00:00
1547,64,29.0,2021-09-28,-9412416.39,BUY,USD,False,2021-09-28 00:00:00,2021-09-28 00:00:00
1548,64,11.0,2021-10-07,-3497365.13,BUY,USD,False,2021-10-07 00:00:00,2021-10-07 00:00:00
1549,64,2.0,2021-10-29,-702122.55,BUY,USD,False,2021-10-29 00:00:00,2021-10-29 00:00:00
1550,64,14.0,2021-12-21,-4219359.07,BUY,USD,False,2021-12-21 00:00:00,2021-12-21 00:00:00
1551,64,-1.0,2022-02-09,331189.88,SELL,USD,False,2022-02-09 00:00:00,2022-02-09 00:00:00
1552,64,-15.0,2022-04-09,47266.82,SELL,USD,False,2022-04-09 00:00:00,2022-04-09 00:00:00
1553,64,-12.0,2022-04-25,38199.31,SELL,USD,False,2022-04-25 00:00:00,2022-04-25 00:00:00
1554,64,6.0,2022-06-17,-20450.13,BUY,USD,False,2022-06-17 00:00:00,2022-06-17 00:00:00
1555,64,-8.0,2022-06-22,23665.56,SELL,USD,False,2022-06-22 00:00:00,2022-06-22 00:00:00
1556,64,50.0,2022-07-19,-159163.79,BUY,USD,False,2022-07-19 00:00:00,2022-07-19 00:00:00
1557,64,-22.0,2022-09-13,76398.62,SELL,USD,False,2022-09-13 00:00:00,2022-09-13 00:00:00
1558,65,28.0,2020-09-22,-3168557.0,BUY,USD,False,2020-09-22 00:00:00,2020-09-22 00:00:00
1559,65,-15.0,2020-09-27,1629543.6,SELL,USD,False,2020-09-27 00:00:00,2020-09-27 00:00:00
1560,65,15.0,2020-10-27,-1629543.6,BUY,USD,False,2020-10-27 00:00:00,2020-10-27 00:00:00
1561,65,42.0,2020-11-15,-4705307.15,BUY,USD,False,2020-11-15 00:00:00,2020-11-15 00:00:00
1562,65,-27.0,2020-11-16,3269271.85,SELL,USD,False,2020-11-16 00:00:00,2020-11-16 00:00:00
1563,65,-16.0,2021-01-20,1828710.04,SELL,USD,False,2021-01-20 00:00:00,2021-01-20 00:00:00
1564,65,-13.0,2021-04-06,1485826.91,SELL,USD,False,2021-04-06 00:00:00,2021-04-06 00:00:00
1565,65,28.0,2021-04-15,-3231928.14,BUY,USD,False,2021-04-15 00:00:00,2021-04-15 00:00:00
1566,65,15.0,2021-06-12,-1782313.31,BUY,USD,False,2021-06-12 00:00:00,2021-06-12 00:00:00
1567,65,29.0,2021-07-31,-3019182.17,BUY,USD,False,2021-07-31 00:00:00,2021-07-31 00:00:00
1568,65,-53.0,2021-08-14,6177554.52,SELL,USD,False,2021-08-14 00:00:00,2021-08-14 00:00:00
1569,65,-19.0,2021-09-04,1999585.79,SELL,USD,False,2021-09-04 00:00:00,2021-09-04 00:00:00
1570,65,8.0,2021-09-18,-923408.04,BUY,USD,False,2021-09-18 00:00:00,2021-09-18 00:00:00
1571,65,42.0,2021-12-25,-5133062.34,BUY,USD,False,2021-12-25 00:00:00,2021-12-25 00:00:00
1572,65,7.0,2022-02-19,-895420.13,BUY,USD,False,2022-02-19 00:00:00,2022-02-19 00:00:00
1573,65,11.0,2022-07-10,-1289447.11,BUY,USD,False,2022-07-10 00:00:00,2022-07-10 00:00:00
1574,66,55.0,2020-03-10,-57051396.63,BUY,USD,False,2020-03-10 00:00:00,2020-03-10 00:00:00
1575,66,-43.0,2020-03-18,49155229.31,SELL,USD,False,2020-03-18 00:00:00,2020-03-18 00:00:00
1576,66,3.0,2020-04-08,-2989881.37,BUY,USD,False,2020-04-08 00:00:00,2020-04-08 00:00:00
1577,66,2.0,2020-04-15,-1838438.39,BUY,USD,False,2020-04-15 00:00:00,2020-04-15 00:00:00
1578,66,15.0,2020-05-07,-13643148.02,BUY,USD,False,2020-05-07 00:00:00,2020-05-07 00:00:00
1579,66,-9.0,2020-05-17,8621308.43,SELL,USD,False,2020-05-17 00:00:00,2020-05-17 00:00:00
1580,66,31.0,2020-06-20,-27895883.49,BUY,USD,False,2020-06-20 00:00:00,2020-06-20 00:00:00
1581,66,-42.0,2020-06-28,38607206.09,SELL,USD,False,2020-06-28 00:00:00,2020-06-28 00:00:00
1582,66,25.0,2020-07-10,-22496680.24,BUY,USD,False,2020-07-10 00:00:00,2020-07-10 00:00:00
1583,66,-23.0,2020-07-27,20696945.82,SELL,USD,False,2020-07-27 00:00:00,2020-07-27 00:00:00
1584,66,73.0,2020-09-03,-65016744.59,BUY,USD,False,2020-09-03 00:00:00,2020-09-03 00:00:00
1585,66,-26.0,2020-10-25,22584677.76,SELL,USD,False,2020-10-25 00:00:00,2020-10-25 00:00:00
1586,66,-29.0,2020-10-28,23616189.49,SELL,USD,False,2020-10-28 00:00:00,2020-10-28 00:00:00
1587,66,7.0,2020-10-29,-6713874.56,BUY,USD,False,2020-10-29 00:00:00,2020-10-29 00:00:00
1588,66,22.0,2020-11-14,-18512920.95,BUY,USD,False,2020-11-14 00:00:00,2020-11-14 00:00:00
1589,66,-21.0,2020-11-24,17861439.86,SELL,USD,False,2020-11-24 00:00:00,2020-11-24 00:00:00
1590,66,15.0,2021-03-26,-14251148.83,BUY,USD,False,2021-03-26 00:00:00,2021-03-26 00:00:00
1591,66,5.0,2021-04-09,-4744812.6,BUY,USD,False,2021-04-09 00:00:00,2021-04-09 00:00:00
1592,66,1.0,2021-05-22,-901514.39,BUY,USD,False,2021-05-22 00:00:00,2021-05-22 00:00:00
1593,66,25.0,2021-06-11,-23249581.74,BUY,USD,False,2021-06-11 00:00:00,2021-06-11 00:00:00
1594,66,-20.0,2021-06-17,18030287.88,SELL,USD,False,2021-06-17 00:00:00,2021-06-17 00:00:00
1595,66,-23.0,2021-07-21,20734831.06,SELL,USD,False,2021-07-21 00:00:00,2021-07-21 00:00:00
1596,66,38.0,2021-07-28,-38584816.06,BUY,USD,False,2021-07-28 00:00:00,2021-07-28 00:00:00
1597,66,-31.0,2021-08-17,28829481.36,SELL,USD,False,2021-08-17 00:00:00,2021-08-17 00:00:00
1598,66,-15.0,2021-08-28,14661470.93,SELL,USD,False,2021-08-28 00:00:00,2021-08-28 00:00:00
1599,66,-20.0,2021-08-30,17840495.38,SELL,USD,False,2021-08-30 00:00:00,2021-08-30 00:00:00
1600,66,61.0,2021-09-14,-52676909.49,BUY,USD,False,2021-09-14 00:00:00,2021-09-14 00:00:00
1601,66,-33.0,2021-11-13,31628920.79,SELL,USD,False,2021-11-13 00:00:00,2021-11-13 00:00:00
1602,66,-6.0,2021-12-27,5636837.37,SELL,USD,False,2021-12-27 00:00:00,2021-12-27 00:00:00
1603,66,-22.0,2022-01-17,20250860.18,SELL,USD,False,2022-01-17 00:00:00,2022-01-17 00:00:00
